order_id,order_date,product_name,quantity,price,refund_status,cogs,customer_name,customer_email,shipping_address,Shipping Cost (Rs),Taxes (Rs),,Gross Revenue
398,5/16/2021,Rev,80,409.71,pending,205.39,Edy Coltan,ecoltanb1@microsoft.com,9 Warbler Trail,250,427,,32776.8
399,2/18/2020,Mrs,3,494.78,processed,356,Damian Gaughan,dgaughanb2@delicious.com,9 Village Trail,250,428,,1484.34
400,11/19/2021,Ms,96,307.99,processed,486.76,Lorenzo Rate,lrateb3@mysql.com,9252 Old Shore Circle,250,429,,29567.04
401,8/6/2021,Mrs,99,919.67,pending,429.76,Andrei Maunsell,amaunsellb4@accuweather.com,8302 Graceland Center,250,430,,91047.33
402,11/24/2021,Rev,64,826.71,pending,139.88,Perry Pybus,ppybusb5@parallels.com,68949 Manufacturers Trail,250,431,,52909.44
403,3/30/2020,Mr,36,147.71,processed,85.95,Katusha Lovering,kloveringb6@twitpic.com,2380 Mariners Cove Lane,250,432,,5317.56
404,5/14/2021,Honorable,30,306.71,pending,471.14,Noell Starkey,nstarkeyb7@yahoo.com,022 Stoughton Center,250,433,,9201.3
405,5/28/2020,Rev,10,369.79,pending,443.94,Lynne Bothams,lbothamsb8@tripod.com,6 Mayfield Avenue,250,434,,3697.9
406,10/8/2021,Rev,56,140.86,refunded,396,Nola Portingale,nportingaleb9@friendfeed.com,896 Sunbrook Parkway,250,435,,7888.16
407,11/20/2021,Rev,60,823.4,refunded,56.49,Washington Klimashevich,wklimashevichba@1und1.de,2 Manley Plaza,250,436,,49404
408,4/14/2021,Rev,36,900.44,processed,398.96,Yolanda MacSween,ymacsweenbb@163.com,33873 Continental Alley,250,437,,32415.84
409,5/18/2021,Mr,75,757.79,refunded,341.04,Jasmin Jelleman,jjellemanbc@discuz.net,8333 Sycamore Drive,250,438,,56834.25
410,11/10/2021,Honorable,20,350.67,processed,313.92,Gwenore Clee,gcleebd@vk.com,10 Twin Pines Center,250,439,,7013.4
411,8/17/2020,Honorable,78,496.87,processed,97.54,Dennie Marjanski,dmarjanskibe@myspace.com,22 Sundown Circle,250,440,,38755.86
412,3/19/2021,Dr,54,139.77,pending,208.39,Bee Duthie,bduthiebf@ebay.co.uk,061 Green Ridge Center,250,441,,7547.58
413,8/22/2020,Mrs,69,434.34,pending,2.71,Madelyn Snowding,msnowdingbg@ftc.gov,665 Bobwhite Parkway,250,442,,29969.46
414,3/5/2020,Mr,86,999.57,processed,405.81,Riannon Harnes,rharnesbh@lycos.com,0000 Pawling Court,250,443,,85963.02
415,1/26/2020,Ms,87,852.45,refunded,73.03,Blithe Sheryn,bsherynbi@biblegateway.com,11 Canary Parkway,250,444,,74163.15
416,4/11/2020,Mrs,53,980.43,pending,232.63,Engelbert Moncarr,emoncarrbj@gov.uk,57 Declaration Road,250,445,,51962.79
417,5/1/2020,Mrs,33,846.27,refunded,493.31,Rodge Redmayne,rredmaynebk@godaddy.com,373 Elka Alley,250,446,,27926.91
418,10/20/2021,Ms,92,131.75,processed,390.99,Terrye Idiens,tidiensbl@pen.io,18837 Melrose Avenue,250,447,,12121
419,2/22/2020,Mr,89,755.13,refunded,65.15,Neely Dog,ndogbm@sphinn.com,72 Commercial Point,250,448,,67206.57
420,5/23/2020,Honorable,54,382.63,pending,239.65,Lynsey Angeau,langeaubn@princeton.edu,02390 Steensland Road,250,449,,20662.02
421,4/3/2021,Honorable,100,333.38,pending,215.8,Sarine Glanders,sglandersbo@bigcartel.com,0 Center Hill,250,450,,33338
422,9/2/2020,Rev,19,594.79,pending,384.47,Red Szymoni,rszymonibp@globo.com,053 Bluejay Drive,250,451,,11301.01
423,4/11/2020,Mr,57,649.11,pending,469.85,Wynn Marfield,wmarfieldbq@columbia.edu,2 Moulton Lane,250,452,,36999.27
424,5/22/2021,Rev,83,84.51,pending,90.13,Abel Diss,adissbr@php.net,3859 8th Center,250,453,,7014.33
425,6/15/2020,Honorable,62,278.91,pending,7.05,Euell Ruit,eruitbs@dropbox.com,9 Merrick Plaza,250,454,,17292.42
426,8/31/2020,Ms,67,104.07,refunded,381.72,Eugenia Castellini,ecastellinibt@seesaa.net,20921 Fair Oaks Drive,250,455,,6972.69
427,6/15/2021,Rev,65,247.54,refunded,56.23,Ardine Otter,aotterbu@ameblo.jp,379 Hoard Way,250,456,,16090.1
428,6/8/2021,Dr,98,95.16,pending,366.9,Sergei Damp,sdampbv@microsoft.com,5776 Mallory Court,250,457,,9325.68
429,9/6/2021,Mr,40,223.66,processed,292.2,Agnesse Logg,aloggbw@smugmug.com,1402 Alpine Place,250,458,,8946.4
430,11/19/2021,Honorable,8,223.2,refunded,379.92,Marj Fearneley,mfearneleybx@foxnews.com,1986 Pierstorff Pass,250,459,,1785.6
431,11/12/2021,Honorable,42,729.66,pending,453.38,Farlay Gurry,fgurryby@alibaba.com,48971 Warrior Lane,250,460,,30645.72
432,5/26/2021,Honorable,1,251.74,refunded,62.18,Ora Scotcher,oscotcherbz@hugedomains.com,84591 Clemons Court,250,461,,251.74
433,12/3/2020,Mrs,22,494.76,processed,78.59,Tybie Schimaschke,tschimaschkec0@theatlantic.com,89043 Blackbird Crossing,250,462,,10884.72
434,4/11/2021,Mr,37,472,processed,87.77,Burnard Roskrug,broskrugc1@angelfire.com,283 Eggendart Hill,250,463,,17464
435,2/17/2021,Ms,91,984.33,processed,350.53,Danie A'Barrow,dabarrowc2@paginegialle.it,47 Comanche Circle,250,464,,89574.03
436,3/8/2020,Mrs,29,260.2,processed,174,Gerick Kennefick,gkennefickc3@gravatar.com,2071 Spenser Hill,250,465,,7545.8
437,10/22/2021,Rev,47,527.98,refunded,175.72,Kalil Tincombe,ktincombec4@zimbio.com,6051 Northridge Crossing,250,466,,24815.06
438,3/1/2021,Honorable,55,466.01,refunded,209.03,Kerstin Sawdon,ksawdonc5@exblog.jp,6709 Graedel Crossing,250,467,,25630.55
439,11/27/2021,Honorable,46,810.51,refunded,22.69,Uriel Hinstock,uhinstockc6@mediafire.com,3608 Stang Court,250,468,,37283.46
440,11/28/2020,Dr,87,411.98,processed,389.92,Kiley Dalla,kdallac7@youku.com,14 Morningstar Road,250,469,,35842.26
441,4/7/2020,Rev,52,913.42,pending,486.38,Nola Coverdill,ncoverdillc8@plala.or.jp,254 Fair Oaks Lane,250,470,,47497.84
442,8/7/2020,Ms,39,513.71,refunded,349.24,Harriot Duggary,hduggaryc9@mtv.com,466 Brown Road,250,471,,20034.69
443,11/22/2020,Mr,37,312.21,pending,199.23,Tobe Verne,tverneca@cmu.edu,0115 Acker Crossing,250,472,,11551.77
444,8/14/2020,Mrs,35,376.22,refunded,370.81,Tailor Blackwell,tblackwellcb@4shared.com,183 Saint Paul Court,250,473,,13167.7
445,11/23/2021,Rev,64,403.41,processed,92.89,Ingelbert Purry,ipurrycc@mail.ru,3588 Thompson Terrace,250,474,,25818.24
446,1/16/2020,Dr,93,5.85,pending,95.63,Ianthe Marrian,imarriancd@bravesites.com,1205 Meadow Vale Point,250,475,,544.05
447,6/1/2020,Honorable,24,139.85,pending,53.83,Percival Kefford,pkeffordce@creativecommons.org,5 Sullivan Pass,250,476,,3356.4
448,11/30/2020,Ms,40,95.3,processed,58.6,Boony Ricard,bricardcf@chicagotribune.com,06517 Cottonwood Point,250,477,,3812
449,9/11/2021,Honorable,90,168.28,refunded,121.33,Quinn Rubinovitch,qrubinovitchcg@jugem.jp,493 Grover Crossing,250,478,,15145.2
450,1/28/2020,Rev,78,327.92,pending,415.21,Janice Clilverd,jclilverdch@fc2.com,87820 Badeau Center,250,479,,25577.76
451,3/12/2021,Ms,3,311.35,processed,267.33,Gunilla Charlewood,gcharlewoodci@i2i.jp,1 Chinook Hill,250,480,,934.05
452,9/22/2020,Ms,91,678.3,processed,31.64,Dalenna Cadman,dcadmancj@wordpress.org,7 Green Road,250,481,,61725.3
453,8/11/2020,Dr,72,915.57,refunded,214.19,Rozanne McVittie,rmcvittieck@census.gov,6 New Castle Alley,250,482,,65921.04
454,2/17/2021,Honorable,30,374.08,processed,172.64,Kerstin Booeln,kbooelncl@nationalgeographic.com,92 Onsgard Road,250,483,,11222.4
455,9/17/2020,Rev,50,640.13,pending,80.54,Giraud Faulds,gfauldscm@economist.com,80 Corben Lane,250,484,,32006.5
456,6/27/2020,Rev,65,358.89,processed,489.57,Dawn Forsythe,dforsythecn@de.vu,698 Bellgrove Junction,250,485,,23327.85
457,3/9/2020,Dr,94,474.62,pending,466.04,Carolynn Adamek,cadamekco@skype.com,87599 Kinsman Court,250,486,,44614.28
458,11/21/2021,Mr,33,229.33,processed,292.12,Shalna Jindracek,sjindracekcp@squidoo.com,9 Killdeer Terrace,250,487,,7567.89
459,12/4/2020,Mrs,8,10.31,refunded,10.63,Kelby Spradbery,kspradberycq@prweb.com,3 Goodland Alley,250,488,,82.48
460,6/30/2021,Rev,41,254.8,processed,431.14,Levin Treffry,ltreffrycr@1und1.de,48 Pine View Terrace,250,489,,10446.8
461,8/13/2021,Mr,20,705.6,pending,142.16,Jere Tolossi,jtolossics@engadget.com,130 Luster Center,250,490,,14112
462,11/15/2020,Rev,76,788.1,pending,352.25,Merrill Screeton,mscreetonct@over-blog.com,6321 Alpine Court,250,491,,59895.6
463,12/19/2020,Rev,72,629.53,processed,405.4,Kelley Leipold,kleipoldcu@biblegateway.com,67 Division Trail,250,492,,45326.16
464,6/4/2020,Dr,45,526.62,processed,13.04,Shurlock Bradbeer,sbradbeercv@artisteer.com,6 Dovetail Center,250,493,,23697.9
465,4/9/2020,Mrs,41,840.97,processed,327.36,Clayton Jorgesen,cjorgesencw@acquirethisname.com,493 Forster Terrace,250,494,,34479.77
466,6/14/2020,Ms,4,965.92,refunded,55.01,Krysta Caisley,kcaisleycx@php.net,0032 Tennessee Pass,250,495,,3863.68
467,3/30/2020,Mr,36,75.72,processed,437.84,Sebastiano Shoebridge,sshoebridgecy@independent.co.uk,0 Dawn Hill,250,496,,2725.92
468,5/21/2021,Dr,34,491.17,pending,81.06,Kareem Assiter,kassitercz@pagesperso-orange.fr,563 Melody Hill,250,497,,16699.78
469,4/7/2021,Honorable,36,27.23,pending,339.08,Kennan Terlinden,kterlindend0@google.es,33 Aberg Drive,250,498,,980.28
470,11/24/2020,Ms,79,82.89,refunded,377.07,Koo Banfield,kbanfieldd1@businessinsider.com,0 Basil Plaza,250,499,,6548.31
471,11/25/2021,Mrs,17,204.87,pending,356.36,Charissa Emma,cemmad2@sina.com.cn,468 Mosinee Park,250,500,,3482.79
472,3/17/2021,Dr,49,525.59,processed,378.8,Willyt Edmundson,wedmundsond3@wp.com,524 Pierstorff Circle,250,501,,25753.91
473,4/17/2021,Rev,21,858.53,pending,158.95,Malia Tucknott,mtucknottd4@ebay.co.uk,591 Hintze Way,250,502,,18029.13
474,1/23/2021,Honorable,68,558.58,processed,315.66,Lissy Lavell,llavelld5@twitpic.com,45 Londonderry Parkway,250,503,,37983.44
475,6/20/2020,Rev,12,238.71,refunded,52.31,Lila McKniely,lmcknielyd6@goodreads.com,68 Warbler Drive,250,504,,2864.52
476,9/21/2021,Mr,79,705.92,refunded,340.03,Garwin Van den Broek,gvand7@barnesandnoble.com,4464 Anthes Avenue,250,505,,55767.68
477,8/14/2020,Honorable,8,497.09,processed,356.11,Maximilien Andrzejczak,mandrzejczakd8@sbwire.com,6 Sundown Crossing,250,506,,3976.72
478,9/20/2021,Mrs,13,624.03,refunded,376.52,Ines Varcoe,ivarcoed9@accuweather.com,56 Fordem Park,250,507,,8112.39
479,1/1/2020,Dr,95,326.79,pending,98.55,May Ludovico,mludovicoda@mit.edu,15238 Talisman Lane,250,508,,31045.05
480,8/22/2021,Mr,60,59.58,processed,44.77,Leela Pilbury,lpilburydb@mlb.com,72687 Garrison Pass,250,509,,3574.8
481,1/20/2020,Mr,70,521.43,refunded,335.79,Vale La Batie,vladc@storify.com,3897 Esker Junction,250,510,,36500.1
482,10/10/2020,Honorable,87,192.5,refunded,310.9,Rudolf Wyard,rwyarddd@indiatimes.com,7262 Kim Pass,250,511,,16747.5
483,3/26/2020,Ms,34,309.49,refunded,339.83,Simonne Frow,sfrowde@jalbum.net,13 Rowland Drive,250,512,,10522.66
484,9/9/2021,Mrs,3,753.97,processed,413.26,Pancho Fontin,pfontindf@ucoz.ru,0940 Grasskamp Circle,250,513,,2261.91
485,9/21/2021,Honorable,39,769.85,refunded,372.89,Margaux Korejs,mkorejsdg@home.pl,841 Marcy Court,250,514,,30024.15
486,1/17/2021,Mrs,19,985.66,pending,338.84,Mirabelle Garritley,mgarritleydh@mlb.com,9591 Moose Alley,250,515,,18727.54
487,8/22/2021,Ms,55,758.09,refunded,9.46,Bili Pedrocco,bpedroccodi@example.com,4 Hanover Point,250,516,,41694.95
488,7/2/2020,Mrs,9,144.14,refunded,381.2,Cornall Prydden,cpryddendj@51.la,533 Fairfield Park,250,517,,1297.26
489,10/13/2020,Honorable,15,361.59,processed,352.44,Lyn Sattin,lsattindk@sciencedirect.com,4 Coolidge Lane,250,518,,5423.85
490,11/26/2021,Rev,59,988.15,pending,104.99,Sylas Rosson,srossondl@fotki.com,92608 Saint Paul Parkway,250,519,,58300.85
491,6/10/2020,Mrs,40,843.55,processed,166.76,Gar Have,ghavedm@sun.com,9327 Victoria Road,250,520,,33742
492,3/4/2021,Honorable,33,405.91,pending,312.15,Leisha Wellen,lwellendn@un.org,720 Dapin Way,250,521,,13395.03
493,4/23/2021,Dr,66,955.25,processed,360.36,Dniren Nannoni,dnannonido@arstechnica.com,7 Stone Corner Way,250,522,,63046.5
494,4/10/2021,Mrs,68,87.03,processed,30.28,Edyth Ledrun,eledrundp@bloomberg.com,95 Dryden Place,250,523,,5918.04
495,9/29/2020,Ms,96,182.74,refunded,18.06,Feliza Boliver,fboliverdq@flickr.com,093 Swallow Place,250,524,,17543.04
496,6/16/2021,Mr,32,468.09,processed,124.95,Fanni Pitchers,fpitchersdr@smh.com.au,7112 Morrow Pass,250,525,,14978.88
497,1/23/2020,Mrs,20,601.29,pending,435.84,Geno Manolov,gmanolovds@ocn.ne.jp,74564 Kinsman Place,250,526,,12025.8
498,4/11/2021,Ms,1,657.78,processed,170.6,Townie Housby,thousbydt@ocn.ne.jp,65 Fisk Place,250,527,,657.78
499,10/20/2020,Ms,58,236.88,pending,461.43,Lennie MacDearmaid,lmacdearmaiddu@webnode.com,21 Killdeer Place,250,528,,13739.04
500,6/21/2021,Ms,93,325.04,processed,219.33,Anallise Hurren,ahurrendv@google.nl,012 Dryden Alley,250,529,,30228.72
,,,,,,,,,,,,,
,,,,,,,,,,,,,13386285.5
